10468797,19
10468915,19
10469910,19
10472779,19
10510024,19
10727852,19
10730984,19
10758456,19
10760425,19
10831489,19
10831509,19
10884288,19
10910681,19
11115851,19
11373617,19
11377306,19
11419319,19
11419882,19
11450664,19
11452821,19
11453385,19
11563251,19
11719016,19
11885154,19
11895536,19
11956382,19
11999235,19
11999247,19
11999279,19
12145515,19
12187319,19
12187348,19
12187431,19
12504077,19
12547976,19
12562390,19
12562394,19
12562495,19
12775410,19
12848902,19
12890798,19
12902404,19
12909278,19
13206856,19
13206887,19
13206984,19
13207169,19
13477890,19
13477940,19
13478015,19
13745494,19
13838639,19
13841367,19
14130887,19
14131296,19
14131602,19
14492601,19
14516975,19
14719505,19
14864611,19
14876573,19
15176169,19
15177716,19
15179006,19
15397778,19
15470183,19
15470222,19
15470359,19
15642486,19
15668963,19
15731350,19
15932306,19
15970544,19
15973049,19
15973059,19
16200199,19
16200204,19
16200373,19
16200402,19
16200420,19
16200508,19
16201421,19
16201628,19
16214845,19
16216702,19
16433862,19
16435306,19
16435368,19
16469499,19
16641274,19
16688968,19
16722267,19
16726030,19
16726984,19
16895215,19
16924676,19
16951083,19
16969792,19
16975388,19
16979083,19
16986649,19
16986805,19
16987194,19
17237662,19
17237675,19
17237692,19
17407931,19
17527921,19
17527923,19
17680660,19
18010691,19
18017365,19
18210455,19
18268645,19
18409191,19
18426536,19
18446258,19
18446266,19
18462637,19
18466105,19
18474459,19
18479357,19
18479966,19
18481407,19
18482562,19
18482570,19
18776718,19
18971349,19
19111869,19
19111883,19
19111894,19
19328185,19
19381970,19
19382057,19
19395497,19
19396450,19
19397135,19
19399456,19
19643249,19
19644347,19
19703034,19
19703041,19
19703046,19
19703062,19
19703476,19
19704064,19
19704172,19
20048880,19
20056642,19
20064349,19
20373160,19
20519646,19
20577851,19
20642023,19
20721924,19
21001552,19
21064230,19
21294489,19
21351465,19
21392199,19
21392417,19
21416138,19
21420014,19
21439778,19
21439893,19
21439965,19
21439991,19
21440056,19
21440120,19
21440340,19
21445765,19
21754543,19
21802000,19
22152171,19
22152195,19
22152211,19
22152234,19
